Text,Label
"That he should be regarded as a suitor to herself
would have seemed to her a ridiculous irrelevance.",george
"Dorothea, with all
her eagerness to know the truths of life, retained very childlike ideas
about marriage.",george
"She felt sure that she would have accepted the
judicious Hooker, if she had been born in time to save him from that
wretched mistake he made in matrimony; or John Milton when his
blindness had come on; or any of the other great men whose odd habits
it would have been glorious piety to endure; but an amiable handsome
baronet, who said “Exactly” to her remarks even when she expressed
uncertainty,—how could he affect her as a lover?",george
"The really delightful
marriage must be that where your husband was a sort of father, and
could teach you even Hebrew, if you wished it.",george
"These peculiarities of Dorothea’s character caused Mr. Brooke to be all
the more blamed in neighboring families for not securing some
middle-aged lady as guide and companion to his nieces.",george
"But he himself
dreaded so much the sort of superior woman likely to be available for
such a position, that he allowed himself to be dissuaded by Dorothea’s
objections, and was in this case brave enough to defy the world—that is
to say, Mrs. Cadwallader the Rector’s wife, and the small group of
gentry with whom he visited in the northeast corner of Loamshire.",george
"So
Miss Brooke presided in her uncle’s household, and did not at all
dislike her new authority, with the homage that belonged to it.",george
"Sir James Chettam was going to dine at the Grange to-day with another
gentleman whom the girls had never seen, and about whom Dorothea felt
some venerating expectation.",george
"This was the Reverend Edward Casaubon,
noted in the county as a man of profound learning, understood for many
years to be engaged on a great work concerning religious history; also
as a man of wealth enough to give lustre to his piety, and having views
of his own which were to be more clearly ascertained on the publication
of his book.",george
"His very name carried an impressiveness hardly to be
measured without a precise chronology of scholarship.",george
"Early in the day Dorothea had returned from the infant school which she
had set going in the village, and was taking her usual place in the
pretty sitting-room which divided the bedrooms of the sisters, bent on
finishing a plan for some buildings (a kind of work which she delighted
in), when Celia, who had been watching her with a hesitating desire to
propose something, said—

“Dorothea, dear, if you don’t mind—if you are not very busy—suppose we
looked at mamma’s jewels to-day, and divided them?",george
"It is exactly six
months to-day since uncle gave them to you, and you have not looked at
them yet.”

Celia’s face had the shadow of a pouting expression in it, the full
presence of the pout being kept back by an habitual awe of Dorothea and
principle; two associated facts which might show a mysterious
electricity if you touched them incautiously.",george
"To her relief, Dorothea’s
eyes were full of laughter as she looked up.",george
"“What a wonderful little almanac you are, Celia!",george
"Is it six calendar or
six lunar months?”

“It is the last day of September now, and it was the first of April
when uncle gave them to you.",george
"You know, he said that he had forgotten
them till then.",george
"I believe you have never thought of them since you
locked them up in the cabinet here.”

“Well, dear, we should never wear them, you know.” Dorothea spoke in a
full cordial tone, half caressing, half explanatory.",george
"She had her pencil
in her hand, and was making tiny side-plans on a margin.",george
"Celia colored, and looked very grave.",george
"“I think, dear, we are wanting in
respect to mamma’s memory, to put them by and take no notice of them.",george
"And,” she added, after hesitating a little, with a rising sob of
mortification, “necklaces are quite usual now; and Madame Poincon, who
was stricter in some things even than you are, used to wear ornaments.",george
"And Christians generally—surely there are women in heaven now who wore
jewels.” Celia was conscious of some mental strength when she really
applied herself to argument.",george
"“You would like to wear them?” exclaimed Dorothea, an air of astonished
discovery animating her whole person with a dramatic action which she
had caught from that very Madame Poincon who wore the ornaments.",george
"“Of
course, then, let us have them out.",george
Why did you not tell me before?,george
"But
the keys, the keys!” She pressed her hands against the sides of her
head and seemed to despair of her memory.",george
"“They are here,” said Celia, with whom this explanation had been long
meditated and prearranged.",george
"“Pray open the large drawer of the cabinet and get out the jewel-box.”

The casket was soon open before them, and the various jewels spread
out, making a bright parterre on the table.",george
"It was no great collection,
but a few of the ornaments were really of remarkable beauty, the finest
that was obvious at first being a necklace of purple amethysts set in
exquisite gold work, and a pearl cross with five brilliants in it.",george
"Dorothea immediately took up the necklace and fastened it round her
sister’s neck, where it fitted almost as closely as a bracelet; but the
circle suited the Henrietta-Maria style of Celia’s head and neck, and
she could see that it did, in the pier-glass opposite.",george
"“There, Celia!",george
you can wear that with your Indian muslin.,george
"But this
cross you must wear with your dark dresses.”

Celia was trying not to smile with pleasure.",george
"“O Dodo, you must keep the
cross yourself.”

“No, no, dear, no,” said Dorothea, putting up her hand with careless
deprecation.",george
"“Yes, indeed you must; it would suit you—in your black dress, now,”
said Celia, insistingly.",george
"“You _might_ wear that.”

“Not for the world, not for the world.",george
"A cross is the last thing I
would wear as a trinket.” Dorothea shuddered slightly.",george
"“Then you will think it wicked in me to wear it,” said Celia, uneasily.",george
"“No, dear, no,” said Dorothea, stroking her sister’s cheek.",george
"“Souls have
complexions too: what will suit one will not suit another.”

“But you might like to keep it for mamma’s sake.”

“No, I have other things of mamma’s—her sandal-wood box which I am so
fond of—plenty of things.",george
"In fact, they are all yours, dear.",george
"We need
discuss them no longer.",george
"There—take away your property.”

Celia felt a little hurt.",george
"There was a strong assumption of superiority
in this Puritanic toleration, hardly less trying to the blond flesh of
an unenthusiastic sister than a Puritanic persecution.",george
"“But how can I wear ornaments if you, who are the elder sister, will
never wear them?”

“Nay, Celia, that is too much to ask, that I should wear trinkets to
keep you in countenance.",george
"If I were to put on such a necklace as that, I
should feel as if I had been pirouetting.",george
"The world would go round with
me, and I should not know how to walk.”

Celia had unclasped the necklace and drawn it off.",george
"“It would be a
little tight for your neck; something to lie down and hang would suit
you better,” she said, with some satisfaction.",george
"The complete unfitness
of the necklace from all points of view for Dorothea, made Celia
happier in taking it.",george
"She was opening some ring-boxes, which disclosed
a fine emerald with diamonds, and just then the sun passing beyond a
cloud sent a bright gleam over the table.",george
"“How very beautiful these gems are!” said Dorothea, under a new current
of feeling, as sudden as the gleam.",george
"“It is strange how deeply colors
seem to penetrate one, like scent.",george
"I suppose that is the reason why
gems are used as spiritual emblems in the Revelation of St. John.",george
"They
look like fragments of heaven.",george
"I think that emerald is more beautiful
than any of them.”

“And there is a bracelet to match it,” said Celia.",george
"“We did not notice
this at first.”

“They are lovely,” said Dorothea, slipping the ring and bracelet on her
finely turned finger and wrist, and holding them towards the window on
a level with her eyes.",george
"All the while her thought was trying to justify
her delight in the colors by merging them in her mystic religious joy.",george
"“You _would_ like those, Dorothea,” said Celia, rather falteringly,
beginning to think with wonder that her sister showed some weakness,
and also that emeralds would suit her own complexion even better than
purple amethysts.",george
"“You must keep that ring and bracelet—if nothing
else.",george
"But see, these agates are very pretty and quiet.”

“Yes!",george
"I will keep these—this ring and bracelet,” said Dorothea.",george
"Then,
letting her hand fall on the table, she said in another tone—“Yet what
miserable men find such things, and work at them, and sell them!” She
paused again, and Celia thought that her sister was going to renounce
the ornaments, as in consistency she ought to do.",george
"“Yes, dear, I will keep these,” said Dorothea, decidedly.",george
"“But take all
the rest away, and the casket.”

She took up her pencil without removing the jewels, and still looking
at them.",george
"She thought of often having them by her, to feed her eye at
these little fountains of pure color.",george
"“Shall you wear them in company?” said Celia, who was watching her with
real curiosity as to what she would do.",george
Dorothea glanced quickly at her sister.,george
"Across all her imaginative
adornment of those whom she loved, there darted now and then a keen
discernment, which was not without a scorching quality.",george
"If Miss Brooke
ever attained perfect meekness, it would not be for lack of inward
fire.",george
"“Perhaps,” she said, rather haughtily.",george
"“I cannot tell to what level I
may sink.”

Celia blushed, and was unhappy: she saw that she had offended her
sister, and dared not say even anything pretty about the gift of the
ornaments which she put back into the box and carried away.",george
"Dorothea
too was unhappy, as she went on with her plan-drawing, questioning the
purity of her own feeling and speech in the scene which had ended with
that little explosion.",george
"Celia’s consciousness told her that she had not been at all in the
wrong: it was quite natural and justifiable that she should have asked
that question, and she repeated to herself that Dorothea was
inconsistent: either she should have taken her full share of the
jewels, or, after what she had said, she should have renounced them
altogether.",george
"“I am sure—at least, I trust,” thought Celia, “that the wearing of a
necklace will not interfere with my prayers.",george
"And I do not see that I
should be bound by Dorothea’s opinions now we are going into society,
though of course she herself ought to be bound by them.",george
"But Dorothea is
not always consistent.”

Thus Celia, mutely bending over her tapestry, until she heard her
sister calling her.",george
"“Here, Kitty, come and look at my plan; I shall think I am a great
architect, if I have not got incompatible stairs and fireplaces.”

As Celia bent over the paper, Dorothea put her cheek against her
sister’s arm caressingly.",george
Celia understood the action.,george
"Dorothea saw
that she had been in the wrong, and Celia pardoned her.",george
"Since they
could remember, there had been a mixture of criticism and awe in the
attitude of Celia’s mind towards her elder sister.",george
"The younger had
always worn a yoke; but is there any yoked creature without its private
opinions?",george
CHAPTER II.,george
"“‘Dime; no ves aquel caballero que hacia nosotros viene sobre un
caballo rucio rodado que trae puesto en la cabeza un yelmo de oro?’ ‘Lo
que veo y columbro,’ respondio Sancho, ‘no es sino un hombre sobre un
as no pardo como el mio, que trae sobre la cabeza una cosa que
relumbra.’ ‘Pues ese es el yelmo de Mambrino,’ dijo Don
Quijote.”—CERVANTES.",george
"“‘Seest thou not yon cavalier who cometh toward us on a dapple-gray
steed, and weareth a golden helmet?’ ‘What I see,’ answered Sancho, ‘is
nothing but a man on a gray ass like my own, who carries something
shiny on his head.’ ‘Just so,’ answered Don Quixote: ‘and that
resplendent object is the helmet of Mambrino.’”


“Sir Humphry Davy?” said Mr. Brooke, over the soup, in his easy smiling
way, taking up Sir James Chettam’s remark that he was studying Davy’s
Agricultural Chemistry.",george
"“Well, now, Sir Humphry Davy; I dined with him
years ago at Cartwright’s, and Wordsworth was there too—the poet
Wordsworth, you know.",george
Now there was something singular.,george
"I was at
Cambridge when Wordsworth was there, and I never met him—and I dined
with him twenty years afterwards at Cartwright’s.",george
"There’s an oddity in
things, now.",george
But Davy was there: he was a poet too.,george
"Or, as I may say,
Wordsworth was poet one, and Davy was poet two.",george
"That was true in every
sense, you know.”

Dorothea felt a little more uneasy than usual.",george
"In the beginning of
dinner, the party being small and the room still, these motes from the
mass of a magistrate’s mind fell too noticeably.",george
"She wondered how a man
like Mr. Casaubon would support such triviality.",george
"His manners, she
thought, were very dignified; the set of his iron-gray hair and his
deep eye-sockets made him resemble the portrait of Locke.",george
"He had the
spare form and the pale complexion which became a student; as different
as possible from the blooming Englishman of the red-whiskered type
represented by Sir James Chettam.",george
"“I am reading the Agricultural Chemistry,” said this excellent baronet,
“because I am going to take one of the farms into my own hands, and see
if something cannot be done in setting a good pattern of farming among
my tenants.",george
"Do you approve of that, Miss Brooke?”

“A great mistake, Chettam,” interposed Mr. Brooke, “going into
electrifying your land and that kind of thing, and making a parlor of
your cow-house.",george
It won’t do.,george
"I went into science a great deal myself at
one time; but I saw it would not do.",george
"It leads to everything; you can
let nothing alone.",george
"No, no—see that your tenants don’t sell their straw,
and that kind of thing; and give them draining-tiles, you know.",george
"But
your fancy farming will not do—the most expensive sort of whistle you
can buy: you may as well keep a pack of hounds.”

“Surely,” said Dorothea, “it is better to spend money in finding out
how men can make the most of the land which supports them all, than in
keeping dogs and horses only to gallop over it.",george
"It is not a sin to make
yourself poor in performing experiments for the good of all.”

She spoke with more energy than is expected of so young a lady, but Sir
James had appealed to her.",george
"He was accustomed to do so, and she had
often thought that she could urge him to many good actions when he was
her brother-in-law.",george
"Mr. Casaubon turned his eyes very markedly on Dorothea while she was
speaking, and seemed to observe her newly.",george
"“Young ladies don’t understand political economy, you know,” said Mr.
Brooke, smiling towards Mr. Casaubon.",george
"“I remember when we were all
reading Adam Smith.",george
"_There_ is a book, now.",george
"I took in all the new ideas
at one time—human perfectibility, now.",george
"But some say, history moves in
circles; and that may be very well argued; I have argued it myself.",george
"The
fact is, human reason may carry you a little too far—over the hedge, in
fact.",george
It carried me a good way at one time; but I saw it would not do.,george
I pulled up; I pulled up in time.,george
But not too hard.,george
"I have always been
in favor of a little theory: we must have Thought; else we shall be
landed back in the dark ages.",george
"But talking of books, there is Southey’s
‘Peninsular War.’ I am reading that of a morning.",george
"You know Southey?”

“No,” said Mr. Casaubon, not keeping pace with Mr. Brooke’s impetuous
reason, and thinking of the book only.",george
"“I have little leisure for such
literature just now.",george
"I have been using up my eyesight on old characters
lately; the fact is, I want a reader for my evenings; but I am
fastidious in voices, and I cannot endure listening to an imperfect
reader.",george
"It is a misfortune, in some senses: I feed too much on the
inward sources; I live too much with the dead.",george
"My mind is something
like the ghost of an ancient, wandering about the world and trying
mentally to construct it as it used to be, in spite of ruin and
confusing changes.",george
"But I find it necessary to use the utmost caution
about my eyesight.”

This was the first time that Mr. Casaubon had spoken at any length.",george
"He
delivered himself with precision, as if he had been called upon to make
a public statement; and the balanced sing-song neatness of his speech,
occasionally corresponded to by a movement of his head, was the more
conspicuous from its contrast with good Mr. Brooke’s scrappy
slovenliness.",george
"Dorothea said to herself that Mr. Casaubon was the most
interesting man she had ever seen, not excepting even Monsieur Liret,
the Vaudois clergyman who had given conferences on the history of the
Waldenses.",george
"To reconstruct a past world, doubtless with a view to the
highest purposes of truth—what a work to be in any way present at, to
assist in, though only as a lamp-holder!",george
"This elevating thought lifted
her above her annoyance at being twitted with her ignorance of
political economy, that never-explained science which was thrust as an
extinguisher over all her lights.",george
"“But you are fond of riding, Miss Brooke,” Sir James presently took an
opportunity of saying.",george
"“I should have thought you would enter a little
into the pleasures of hunting.",george
"I wish you would let me send over a
chestnut horse for you to try.",george
It has been trained for a lady.,george
"I saw
you on Saturday cantering over the hill on a nag not worthy of you.",george
"My
groom shall bring Corydon for you every day, if you will only mention
the time.”

“Thank you, you are very good.",george
I mean to give up riding.,george
"I shall not
ride any more,” said Dorothea, urged to this brusque resolution by a
little annoyance that Sir James would be soliciting her attention when
she wanted to give it all to Mr. Casaubon.",george
"“No, that is too hard,” said Sir James, in a tone of reproach that
showed strong interest.",george
"“Your sister is given to self-mortification, is
she not?” he continued, turning to Celia, who sat at his right hand.",george
"“I think she is,” said Celia, feeling afraid lest she should say
something that would not please her sister, and blushing as prettily as
possible above her necklace.",george
"“She likes giving up.”

“If that were true, Celia, my giving-up would be self-indulgence, not
self-mortification.",george
"But there may be good reasons for choosing not to
do what is very agreeable,” said Dorothea.",george
"Mr. Brooke was speaking at the same time, but it was evident that Mr.
Casaubon was observing Dorothea, and she was aware of it.",george
"“Exactly,” said Sir James.",george
"“You give up from some high, generous
motive.”

“No, indeed, not exactly.",george
"I did not say that of myself,” answered
Dorothea, reddening.",george
"Unlike Celia, she rarely blushed, and only from
high delight or anger.",george
"At this moment she felt angry with the perverse
Sir James.",george
"Why did he not pay attention to Celia, and leave her to
listen to Mr. Casaubon?—if that learned man would only talk, instead of
allowing himself to be talked to by Mr. Brooke, who was just then
informing him that the Reformation either meant something or it did
not, that he himself was a Protestant to the core, but that Catholicism
was a fact; and as to refusing an acre of your ground for a Romanist
chapel, all men needed the bridle of religion, which, properly
speaking, was the dread of a Hereafter.",george
"“I made a great study of theology at one time,” said Mr. Brooke, as if
to explain the insight just manifested.",george
"“I know something of all
schools.",george
I knew Wilberforce in his best days.,george
"Do you know Wilberforce?”

Mr. Casaubon said, “No.”

“Well, Wilberforce was perhaps not enough of a thinker; but if I went
into Parliament, as I have been asked to do, I should sit on the
independent bench, as Wilberforce did, and work at philanthropy.”

Mr. Casaubon bowed, and observed that it was a wide field.",george
"“Yes,” said Mr. Brooke, with an easy smile, “but I have documents.",george
"I
began a long while ago to collect documents.",george
"They want arranging, but
when a question has struck me, I have written to somebody and got an
answer.",george
I have documents at my back.,george
"But now, how do you arrange your
documents?”

“In pigeon-holes partly,” said Mr. Casaubon, with rather a startled air
of effort.",george
"“Ah, pigeon-holes will not do.",george
"I have tried pigeon-holes, but
everything gets mixed in pigeon-holes: I never know whether a paper is
in A or Z.”

“I wish you would let me sort your papers for you, uncle,” said
Dorothea.",george
"“I would letter them all, and then make a list of subjects
under each letter.”

Mr. Casaubon gravely smiled approval, and said to Mr. Brooke, “You have
an excellent secretary at hand, you perceive.”

“No, no,” said Mr. Brooke, shaking his head; “I cannot let young ladies
meddle with my documents.",george
"Young ladies are too flighty.”

Dorothea felt hurt.",george
"Mr. Casaubon would think that her uncle had some
special reason for delivering this opinion, whereas the remark lay in
his mind as lightly as the broken wing of an insect among all the other
fragments there, and a chance current had sent it alighting on _her_.",george
"When the two girls were in the drawing-room alone, Celia said—

“How very ugly Mr. Casaubon is!”

“Celia!",george
He is one of the most distinguished-looking men I ever saw.,george
"He
is remarkably like the portrait of Locke.",george
"He has the same deep
eye-sockets.”

“Had Locke those two white moles with hairs on them?”

“Oh, I dare say!",george
﻿CHAPTER I.,george
"In the days when the spinning-wheels hummed busily in the
farmhouses—and even great ladies, clothed in silk and thread-lace, had
their toy spinning-wheels of polished oak—there might be seen in
districts far away among the lanes, or deep in the bosom of the hills,
certain pallid undersized men, who, by the side of the brawny
country-folk, looked like the remnants of a disinherited race.",george
"The
shepherd’s dog barked fiercely when one of these alien-looking men
appeared on the upland, dark against the early winter sunset; for what
dog likes a figure bent under a heavy bag?—and these pale men rarely
stirred abroad without that mysterious burden.",george
"The shepherd himself,
though he had good reason to believe that the bag held nothing but
flaxen thread, or else the long rolls of strong linen spun from that
thread, was not quite sure that this trade of weaving, indispensable
though it was, could be carried on entirely without the help of the
Evil One.",george
"In that far-off time superstition clung easily round every
person or thing that was at all unwonted, or even intermittent and
occasional merely, like the visits of the pedlar or the knife-grinder.",george
"No one knew where wandering men had their homes or their origin; and
how was a man to be explained unless you at least knew somebody who
knew his father and mother?",george
"To the peasants of old times, the world
outside their own direct experience was a region of vagueness and
mystery: to their untravelled thought a state of wandering was a
conception as dim as the winter life of the swallows that came back
with the spring; and even a settler, if he came from distant parts,
hardly ever ceased to be viewed with a remnant of distrust, which would
have prevented any surprise if a long course of inoffensive conduct on
his part had ended in the commission of a crime; especially if he had
any reputation for knowledge, or showed any skill in handicraft.",george
"All
cleverness, whether in the rapid use of that difficult instrument the
tongue, or in some other art unfamiliar to villagers, was in itself
suspicious: honest folk, born and bred in a visible manner, were mostly
not overwise or clever—at least, not beyond such a matter as knowing
the signs of the weather; and the process by which rapidity and
dexterity of any kind were acquired was so wholly hidden, that they
partook of the nature of conjuring.",george
"In this way it came to pass that
those scattered linen-weavers—emigrants from the town into the
country—were to the last regarded as aliens by their rustic neighbours,
and usually contracted the eccentric habits which belong to a state of
loneliness.",george
"In the early years of this century, such a linen-weaver, named Silas
Marner, worked at his vocation in a stone cottage that stood among the
nutty hedgerows near the village of Raveloe, and not far from the edge
of a deserted stone-pit.",george
"The questionable sound of Silas’s loom, so
unlike the natural cheerful trotting of the winnowing-machine, or the
simpler rhythm of the flail, had a half-fearful fascination for the
Raveloe boys, who would often leave off their nutting or birds’-nesting
to peep in at the window of the stone cottage, counterbalancing a
certain awe at the mysterious action of the loom, by a pleasant sense
of scornful superiority, drawn from the mockery of its alternating
noises, along with the bent, tread-mill attitude of the weaver.",george
"But
sometimes it happened that Marner, pausing to adjust an irregularity in
his thread, became aware of the small scoundrels, and, though chary of
his time, he liked their intrusion so ill that he would descend from
his loom, and, opening the door, would fix on them a gaze that was
always enough to make them take to their legs in terror.",george
"For how was it
possible to believe that those large brown protuberant eyes in Silas
Marner’s pale face really saw nothing very distinctly that was not
close to them, and not rather that their dreadful stare could dart
cramp, or rickets, or a wry mouth at any boy who happened to be in the
rear?",george
"They had, perhaps, heard their fathers and mothers hint that
Silas Marner could cure folks’ rheumatism if he had a mind, and add,
still more darkly, that if you could only speak the devil fair enough,
he might save you the cost of the doctor.",george
"Such strange lingering echoes
of the old demon-worship might perhaps even now be caught by the
diligent listener among the grey-haired peasantry; for the rude mind
with difficulty associates the ideas of power and benignity.",george
"A shadowy
conception of power that by much persuasion can be induced to refrain
from inflicting harm, is the shape most easily taken by the sense of
the Invisible in the minds of men who have always been pressed close by
primitive wants, and to whom a life of hard toil has never been
illuminated by any enthusiastic religious faith.",george
"To them pain and
mishap present a far wider range of possibilities than gladness and
enjoyment: their imagination is almost barren of the images that feed
desire and hope, but is all overgrown by recollections that are a
perpetual pasture to fear.",george
"“Is there anything you can fancy that you
would like to eat?” I once said to an old labouring man, who was in his
last illness, and who had refused all the food his wife had offered
him.",george
"“No,” he answered, “I’ve never been used to nothing but common
victual, and I can’t eat that.” Experience had bred no fancies in him
that could raise the phantasm of appetite.",george
"And Raveloe was a village where many of the old echoes lingered,
undrowned by new voices.",george
"Not that it was one of those barren parishes
lying on the outskirts of civilization—inhabited by meagre sheep and
thinly-scattered shepherds: on the contrary, it lay in the rich central
plain of what we are pleased to call Merry England, and held farms
which, speaking from a spiritual point of view, paid highly-desirable
tithes.",george
"But it was nestled in a snug well-wooded hollow, quite an
hour’s journey on horseback from any turnpike, where it was never
reached by the vibrations of the coach-horn, or of public opinion.",george
"It
was an important-looking village, with a fine old church and large
churchyard in the heart of it, and two or three large brick-and-stone
homesteads, with well-walled orchards and ornamental weathercocks,
standing close upon the road, and lifting more imposing fronts than the
rectory, which peeped from among the trees on the other side of the
churchyard:—a village which showed at once the summits of its social
life, and told the practised eye that there was no great park and
manor-house in the vicinity, but that there were several chiefs in
Raveloe who could farm badly quite at their ease, drawing enough money
from their bad farming, in those war times, to live in a rollicking
fashion, and keep a jolly Christmas, Whitsun, and Easter tide.",george
"It was fifteen years since Silas Marner had first come to Raveloe; he
was then simply a pallid young man, with prominent short-sighted brown
eyes, whose appearance would have had nothing strange for people of
average culture and experience, but for the villagers near whom he had
come to settle it had mysterious peculiarities which corresponded with
the exceptional nature of his occupation, and his advent from an
unknown region called “North’ard”.",george
"So had his way of life:—he invited
no comer to step across his door-sill, and he never strolled into the
village to drink a pint at the Rainbow, or to gossip at the
wheelwright’s: he sought no man or woman, save for the purposes of his
calling, or in order to supply himself with necessaries; and it was
soon clear to the Raveloe lasses that he would never urge one of them
to accept him against her will—quite as if he had heard them declare
that they would never marry a dead man come to life again.",george
"This view of
Marner’s personality was not without another ground than his pale face
and unexampled eyes; for Jem Rodney, the mole-catcher, averred that one
evening as he was returning homeward, he saw Silas Marner leaning
against a stile with a heavy bag on his back, instead of resting the
bag on the stile as a man in his senses would have done; and that, on
coming up to him, he saw that Marner’s eyes were set like a dead man’s,
and he spoke to him, and shook him, and his limbs were stiff, and his
hands clutched the bag as if they’d been made of iron; but just as he
had made up his mind that the weaver was dead, he came all right again,
like, as you might say, in the winking of an eye, and said
“Good-night,” and walked off.",george
"All this Jem swore he had seen, more by
token that it was the very day he had been mole-catching on Squire
Cass’s land, down by the old saw-pit.",george
"Some said Marner must have been
in a “fit,” a word which seemed to explain things otherwise incredible;
but the argumentative Mr. Macey, clerk of the parish, shook his head,
and asked if anybody was ever known to go off in a fit and not fall
down.",george
"A fit was a stroke, wasn’t it?",george
"and it was in the nature of a
stroke to partly take away the use of a man’s limbs and throw him on
the parish, if he’d got no children to look to.",george
"No, no; it was no
stroke that would let a man stand on his legs, like a horse between the
shafts, and then walk off as soon as you can say “Gee!” But there might
be such a thing as a man’s soul being loose from his body, and going
out and in, like a bird out of its nest and back; and that was how
folks got over-wise, for they went to school in this shell-less state
to those who could teach them more than their neighbours could learn
with their five senses and the parson.",george
"And where did Master Marner get
his knowledge of herbs from—and charms too, if he liked to give them
away?",george
"Jem Rodney’s story was no more than what might have been expected
by anybody who had seen how Marner had cured Sally Oates, and made her
sleep like a baby, when her heart had been beating enough to burst her
body, for two months and more, while she had been under the doctor’s
care.",george
"He might cure more folks if he would; but he was worth speaking
fair, if it was only to keep him from doing you a mischief.",george
"It was partly to this vague fear that Marner was indebted for
protecting him from the persecution that his singularities might have
drawn upon him, but still more to the fact that, the old linen-weaver
in the neighbouring parish of Tarley being dead, his handicraft made
him a highly welcome settler to the richer housewives of the district,
and even to the more provident cottagers, who had their little stock of
yarn at the year’s end.",george
"Their sense of his usefulness would have
counteracted any repugnance or suspicion which was not confirmed by a
deficiency in the quality or the tale of the cloth he wove for them.",george
"And the years had rolled on without producing any change in the
impressions of the neighbours concerning Marner, except the change from
novelty to habit.",george
"At the end of fifteen years the Raveloe men said just
the same things about Silas Marner as at the beginning: they did not
say them quite so often, but they believed them much more strongly when
they did say them.",george
"There was only one important addition which the
years had brought: it was, that Master Marner had laid by a fine sight
of money somewhere, and that he could buy up “bigger men” than himself.",george
"But while opinion concerning him had remained nearly stationary, and
his daily habits had presented scarcely any visible change, Marner’s
inward life had been a history and a metamorphosis, as that of every
fervid nature must be when it has fled, or been condemned, to solitude.",george
"His life, before he came to Raveloe, had been filled with the movement,
the mental activity, and the close fellowship, which, in that day as in
this, marked the life of an artisan early incorporated in a narrow
religious sect, where the poorest layman has the chance of
distinguishing himself by gifts of speech, and has, at the very least,
the weight of a silent voter in the government of his community.",george
"Marner
was highly thought of in that little hidden world, known to itself as
the church assembling in Lantern Yard; he was believed to be a young
man of exemplary life and ardent faith; and a peculiar interest had
been centred in him ever since he had fallen, at a prayer-meeting, into
a mysterious rigidity and suspension of consciousness, which, lasting
for an hour or more, had been mistaken for death.",george
"To have sought a
medical explanation for this phenomenon would have been held by Silas
himself, as well as by his minister and fellow-members, a wilful
self-exclusion from the spiritual significance that might lie therein.",george
"Silas was evidently a brother selected for a peculiar discipline; and
though the effort to interpret this discipline was discouraged by the
absence, on his part, of any spiritual vision during his outward
trance, yet it was believed by himself and others that its effect was
seen in an accession of light and fervour.",george
"A less truthful man than he
might have been tempted into the subsequent creation of a vision in the
form of resurgent memory; a less sane man might have believed in such a
creation; but Silas was both sane and honest, though, as with many
honest and fervent men, culture had not defined any channels for his
sense of mystery, and so it spread itself over the proper pathway of
inquiry and knowledge.",george
"He had inherited from his mother some
acquaintance with medicinal herbs and their preparation—a little store
of wisdom which she had imparted to him as a solemn bequest—but of late
years he had had doubts about the lawfulness of applying this
knowledge, believing that herbs could have no efficacy without prayer,
and that prayer might suffice without herbs; so that the inherited
delight he had in wandering in the fields in search of foxglove and
dandelion and coltsfoot, began to wear to him the character of a
temptation.",george
"Among the members of his church there was one young man, a little older
than himself, with whom he had long lived in such close friendship that
it was the custom of their Lantern Yard brethren to call them David and
Jonathan.",george
"The real name of the friend was William Dane, and he, too,
was regarded as a shining instance of youthful piety, though somewhat
given to over-severity towards weaker brethren, and to be so dazzled by
his own light as to hold himself wiser than his teachers.",george
"But whatever
blemishes others might discern in William, to his friend’s mind he was
faultless; for Marner had one of those impressible self-doubting
natures which, at an inexperienced age, admire imperativeness and lean
on contradiction.",george
"The expression of trusting simplicity in Marner’s
face, heightened by that absence of special observation, that
defenceless, deer-like gaze which belongs to large prominent eyes, was
strongly contrasted by the self-complacent suppression of inward
triumph that lurked in the narrow slanting eyes and compressed lips of
William Dane.",george
"One of the most frequent topics of conversation between
the two friends was Assurance of salvation: Silas confessed that he
could never arrive at anything higher than hope mingled with fear, and
listened with longing wonder when William declared that he had
possessed unshaken assurance ever since, in the period of his
conversion, he had dreamed that he saw the words “calling and election
sure” standing by themselves on a white page in the open Bible.",george
"Such
colloquies have occupied many a pair of pale-faced weavers, whose
unnurtured souls have been like young winged things, fluttering
forsaken in the twilight.",george
"It had seemed to the unsuspecting Silas that the friendship had
suffered no chill even from his formation of another attachment of a
closer kind.",george
"For some months he had been engaged to a young
servant-woman, waiting only for a little increase to their mutual
savings in order to their marriage; and it was a great delight to him
that Sarah did not object to William’s occasional presence in their
Sunday interviews.",george
"It was at this point in their history that Silas’s
cataleptic fit occurred during the prayer-meeting; and amidst the
various queries and expressions of interest addressed to him by his
fellow-members, William’s suggestion alone jarred with the general
sympathy towards a brother thus singled out for special dealings.",george
"He
observed that, to him, this trance looked more like a visitation of
Satan than a proof of divine favour, and exhorted his friend to see
that he hid no accursed thing within his soul.",george
"Silas, feeling bound to
accept rebuke and admonition as a brotherly office, felt no resentment,
but only pain, at his friend’s doubts concerning him; and to this was
soon added some anxiety at the perception that Sarah’s manner towards
him began to exhibit a strange fluctuation between an effort at an
increased manifestation of regard and involuntary signs of shrinking
and dislike.",george
"He asked her if she wished to break off their engagement;
but she denied this: their engagement was known to the church, and had
been recognized in the prayer-meetings; it could not be broken off
without strict investigation, and Sarah could render no reason that
would be sanctioned by the feeling of the community.",george
"At this time the
senior deacon was taken dangerously ill, and, being a childless
widower, he was tended night and day by some of the younger brethren or
sisters.",george
"Silas frequently took his turn in the night-watching with
William, the one relieving the other at two in the morning.",george
