Text,Label
WHEN  GOD   ALONE ,tolstoy
THE   STORY SHAPED,hawthorne
ALMOSTMAD   MYSELF,shakespeare
APPEARTHE   WINGS ,confucius
REPLY OBJ   DEBT  ,aquinas
OUR   SATIREHERE  ,confucius
GLAD  THE   MEN   ,confucius
THE   LAST  CHORDS,tolstoy
MEI   AND   THE   ,confucius
THY   BREASTNEVER ,hawthorne
MUST  LOOK  FOR   ,tolstoy
EAT   INTO  THE   ,hawthorne
WITHINFIVE  YEARS ,plato
TILL  SIX   AGAIN ,tolstoy
JOHN  EVERY MAN   ,aquinas
FROM  DAVID BUT   ,aquinas
DAY   AFTER MERELY,tolstoy
WITH  THE   SMOKE ,hawthorne
HAVINGPOWER NOW   ,aquinas
FINDS ITS   FINAL ,aquinas
ILL   NOT   LEAVE ,tolstoy
ANY   WATER WILL  ,aquinas
HAD   VAINLYTRIED ,hawthorne
TOOK  HER   THIN  ,tolstoy
SINGLESTRAW TANG  ,confucius
SINCE THE   LOWER ,aquinas
THUS  TOO   CHRIST,aquinas
EYES  TOLD  LEVIN ,tolstoy
MATTEROUT   AND   ,plato
SURELYGOD   AND   ,plato
THINGSTHEY  FIND  ,confucius
VIEWS WHEN  ANNA  ,tolstoy
HIS   HATREDSUFFER,aquinas
ANDREWAGAIN JOINED,tolstoy
LEFT  HAND  BUT   ,hawthorne
FOR   THE   HATRED,hawthorne
LOVE  HATES HIM   ,plato
INTO  THE   HOLDS ,hawthorne
COULD MARRY THIS  ,shakespeare
SNATCHBACK  HIS   ,hawthorne
DEAR  JULIETWHY   ,shakespeare
POT   THAT  STOOD ,tolstoy
INTO  HER   DRESS ,hawthorne
ARE   NOT   VALID ,aquinas
OTHER THEN  AND   ,hawthorne
HORSESWOULD NOT   ,confucius
HAVE  HAD   NOT   ,aquinas
AWAIT SEE   NOW   ,confucius
THE   KNEES AND   ,hawthorne
COURSETHEY  ANSWER,plato
HER   PUNISHHIM   ,plato
WHICH NEVER GROW  ,hawthorne
FROM  ARM   THAT  ,shakespeare
WHAT  SHE   TERMED,hawthorne
THE   BUD   BIT   ,shakespeare
NOR   BRING ONE   ,confucius
FOLLOWHIM   CHAP  ,confucius
SUMMITTHE   OTHER ,aquinas
HIS   MASTERHAD   ,aquinas
ASKED FOR   THAT  ,tolstoy
RUBLESAND   THOUGH,tolstoy
STEAL BOTH  HIS   ,shakespeare
SAID  MATT  THIS  ,aquinas
HIS   FREE  HAND  ,tolstoy
DAY   AND   NOW   ,hawthorne
THROWNOVER  THE   ,tolstoy
COATS AND   SHARP ,confucius
LAW   WILL  REMIT ,plato
INTO  HIS   CART  ,hawthorne
DOES  THAT  ACTION,aquinas
ILIUM WHEN  THEY  ,plato
SOME  LENGTHTHE   ,plato
ONE   WITH  ITS   ,aquinas
SHE   SAW   KITTY ,tolstoy
DONE  TIS   THUS  ,confucius
THE   WELL  BUT   ,confucius
MOSCOWAND   LEAST ,tolstoy
JEWEL WELL  WORTH ,shakespeare
GRIEF SHOULDSTOP  ,confucius
AND   BIDS  WHAT  ,shakespeare
THE   LORD  NOW   ,aquinas
TIME  HAD   BEGUN ,tolstoy
HER   FRIENDTOOK  ,tolstoy
TSZE  CHANG ASKED ,confucius
SMALL MAN   NEVER ,plato
OVER  THE   DAY   ,tolstoy
THE   DUKE  WHO   ,shakespeare
WERE  SILENTAND   ,tolstoy
REAL  POWER FOR   ,tolstoy
THESE NEW   TUNERS,shakespeare
OBEY  AND   GIVES ,plato
AND   YOUR  BONES ,aquinas
THEM  HIS   TRUE  ,plato
BUT   VENIALAND   ,aquinas
PLEAD WHY   NOT   ,confucius
OTHER TIME  FOR   ,shakespeare
SIMPLYTHAT  THERE ,aquinas
THUS  GRANTSMEN   ,confucius
THAT  MANY  WHO   ,aquinas
WORTHYUNCLE SHALL ,shakespeare
SIDED THE   COMMON,confucius
STILL APPEARBEHIND,plato
THAT  WHICH SHOULD,shakespeare
WHEN  UNCLE VENNER,hawthorne
AND   WITH  CARE  ,confucius
CHRISTTHERE OUGHT ,aquinas
GODS  ABHOR SHOULD,plato
YAOU  GAVE  THE   ,confucius
HOW   SWEET ARE   ,aquinas
THE   THEFT HAD   ,shakespeare
YOU   WELL  GRIEVE,shakespeare
SHE   DID   SPEAK ,shakespeare
NOT   MADE  GOOD  ,shakespeare
WILL  THROW HIS   ,shakespeare
AND   STRONGFOUR  ,confucius
SAID  SEE   WHAT  ,confucius
ANSWERWELL  LISTEN,plato
MUST  FIGHT THE   ,shakespeare
JUDGESASKED MRS   ,hawthorne
THEY  ARE   DULY  ,plato
DATED FROM  MOSCOW,tolstoy
WHOM  HIS   JUST  ,hawthorne
HAVE  BURNEDAWAY  ,hawthorne
SHANG KAO   THAT  ,confucius
AWAY  THE   FOOL  ,shakespeare
THOSE WHO   PLACE ,aquinas
NURSESAND   TAMED ,plato
NATSHALEAVE OFF   ,tolstoy
PUPIL JOIN  WITH  ,confucius
ITS   SPHEREAND   ,plato
THOU  ALMOSTMAKST ,shakespeare
WAIT  WHICH WOULD ,tolstoy
HEAD  ARE   ALL   ,aquinas
ALSO  SETS  DOWN  ,aquinas
HER   LIEGE LORD  ,hawthorne
SHALL PASS  OVER  ,plato
REPLY THE   BEARS ,confucius
WITH  YOUTH AND   ,hawthorne
DOST  BEAR  AND   ,confucius
MANY  WORTHYWISE  ,confucius
DONT  BLAME YES   ,tolstoy
ALL   ARE   WRAPT ,confucius
MOST  NEARLYAND   ,plato
FAT   WOMAN MAKING,hawthorne
LEVIN ASKED HER   ,tolstoy
WHEN  MORE  THAN  ,plato
THEY  ARE   FROM  ,plato
WHICH BEFOREAUGHT ,aquinas
AND   FOOD  OUR   ,confucius
WHICH DOTH  ENRICH,shakespeare
OVER  THE   NORTH ,confucius
FELL  DEEPERINTO  ,hawthorne
BEEN  MERELYSTUPID,confucius
SEE   KING  HWUY  ,confucius
DESK  RAISEDTHE   ,tolstoy
PREFERTHOSE WHOM  ,plato
THIS  UNION WOULD ,aquinas
SHE   WAS   FAIN  ,hawthorne
HIM   WHO   COMING,plato
DARK  CAVERNFEW   ,hawthorne
STILL THE   WOMAN ,shakespeare
THE   IMPISHFIGURE,hawthorne
DEATH BUT   ONE   ,aquinas
SPEAK THE   FOUR  ,confucius
THAT  HUNG  DOWN  ,tolstoy
ART   HAS   PART  ,plato
HEART THEY  WERE  ,hawthorne
NATUREAND   MUST  ,plato
YOU   THE   HOUSE ,hawthorne
HIM   ALONE AWHILE,shakespeare
PLACESHOW   CAN   ,plato
YOU   KNOWN THOUGH,shakespeare
UNWELLSAT   DOWN  ,tolstoy
FROM  THE   VERNAL,confucius
SHE   WAKES AND   ,shakespeare
POWDERFIRD  DOTH  ,shakespeare
THIS  CALLEDFORTH ,plato
ONE   SAME  THERE ,aquinas
GUILT AND   HERE  ,hawthorne
IMAGE AND   THEY  ,plato
YOU   HIE   THEE  ,shakespeare
THE   DUKE  WILL  ,shakespeare
GOD   DOES  WHO   ,aquinas
THE   OLD   JAILER,hawthorne
SHORT FRENCHPIPE  ,tolstoy
SAID  HER   LITTLE,tolstoy
LIKE  THEM  ALL   ,hawthorne
LEFT  YOU   WIFE  ,shakespeare
DEVISENOT   THE   ,confucius
LADY  OER   HER   ,shakespeare
WILL  REFORMTHE   ,aquinas
WONT  COME  DOWN  ,tolstoy
ASLEEPPEARL LOOKED,hawthorne
MORTALMOTIONTHAT  ,shakespeare
CLASS AND   WILL  ,plato
SAID  ROSTV YOUVE ,tolstoy
SIR   YOU   SPEAK ,shakespeare
YOU   SAY   PEOPLE,confucius
LIVE  AND   OTHER ,aquinas
AND   KING  OVER  ,plato
NINETYBLACK LIPPED,confucius
MUZZLESHE   SHOOK ,tolstoy
MAKES BAD   USE   ,aquinas
THEY  SAT   AND   ,hawthorne
MADE  YOU   BREAK ,shakespeare
AND   THATS ALL   ,tolstoy
THE   JUDGE WITH  ,hawthorne
WHICH THE   DEBT  ,aquinas
GIVE  HIS   FATHER,shakespeare
DOES  THE   SHU   ,confucius
ALSO  SEEN  ENOUGH,plato
THE   VIOLETSKINS ,aquinas
THE   BENT  FOR   ,shakespeare
OFFICETHE   EMPIRE,confucius
YOUNG HAS   THAT  ,plato
NOT   STIR  SHE   ,tolstoy
ONLY  SHE   COMES ,shakespeare
HURT  PIERREAND   ,tolstoy
SAID  HIS   FRIEND,hawthorne
HIS   CAUSE AND   ,plato
THE   MAIDENSTAY  ,hawthorne
TREE  TRUNKSAND   ,hawthorne
YOUNG AUTHORHAD   ,hawthorne
THE   PUBLICFIELDS,confucius
THAT  THESE OUR   ,shakespeare
MAN   FAN   CHI   ,confucius
FLESH REPLY OBJ   ,aquinas
THAT  THE   CLUMSY,confucius
NOT   MOVER AND   ,aquinas
SAW   ANY   ONE   ,confucius
HAVE  THE   BACK  ,shakespeare
MYSELFCRIED HESTER,hawthorne
THE   PRINCEFOR   ,confucius
FATHERJESUS CHRIST,aquinas
APOC  THAT  THE   ,aquinas
YUAN  SZE   BEING ,confucius
HIM   AND   EASILY,tolstoy
PUT   HIS   FINGER,hawthorne
LOST  THEIR PROPER,plato
SEE   THOU  RENDER,shakespeare
GOD   MAN   BUT   ,tolstoy
PERSONTHE   COURT ,plato
THE   PORTERWHICH ,tolstoy
WAYS  AND   LOVE  ,aquinas
YOU   MAY   ESTEEM,tolstoy
WITH  THE   FOOD  ,confucius
WAS   POUREDOUT   ,aquinas
THINGSNONE  OTHER ,aquinas
THE   DAY   ALACK ,shakespeare
TELL  OTHERSWHAT  ,aquinas
GAZE  WITH  HER   ,hawthorne
CAN   SORROWFROM  ,confucius
SON   WHICH SAID  ,tolstoy
HAVINGTHE   BODY  ,confucius
THE   OLD   MANSE ,hawthorne
THAT  YOUVE COME  ,tolstoy
HAVE  MORE  REASON,plato
INTENTLOOK  WITH  ,tolstoy
BEING AND   ALSO  ,aquinas
NATURETWILL NOT   ,confucius
BURNS WITHINBUT   ,confucius
THAT  DUTY  SHALL ,shakespeare
SAVE  YEN   SEIH  ,confucius
THAT  THE   MOTION,plato
JUDGE HER   NEVER ,tolstoy
NOISE DRAW  THE   ,shakespeare
OLD   HARE  HOAR  ,shakespeare
OTHER EYES  ARE   ,aquinas
FLY   WHERE SEEK  ,confucius
JUDGE ALL   THINGS,aquinas
UNTO  THEE  GOOD  ,shakespeare
PLAY  LAWN  TENNIS,tolstoy
MIGHT THERE WAS   ,hawthorne
WAS   SEEN  NOT   ,aquinas
GABLESALICESPOSIES,hawthorne
PERSONAND   TWO   ,aquinas
THE   WORST OWES  ,shakespeare
WHICH ONE   MIGHT ,plato
WIFE  CHAP  CHI   ,confucius
WIFE  WOULD GIVE  ,shakespeare
JOY   THAT  WAS   ,hawthorne
GOING CHUNG KUNG  ,confucius
FOOL  NUNCLEILD   ,shakespeare
SOME  YEARS WERE  ,confucius
NOTE  YIN   AND   ,confucius
RATHERWITH  PITY  ,confucius
THEIR CASE  AND   ,hawthorne
WITH  HIM   MATE  ,confucius
AND   GROAN WITH  ,aquinas
FURS  PLAIN THEIR ,confucius
SHALL THROW OPEN  ,plato
THINGSTHERE WERE  ,confucius
MONEY FOR   THEE  ,shakespeare
ERROR AND   THE   ,plato
SAY   ONCE  MORE  ,plato
FAST  AND   DID   ,hawthorne
BREASTTHEN  LET   ,tolstoy
MOVE  THE   PIECES,plato
THEY  WOULD WISER ,confucius
DRANK MORE  THAN  ,plato
THEM  OVER  HAD   ,plato
MAKE  THEM  CARRY ,plato
WITH  MANY  PEOPLE,confucius
HAVE  ANY   PART  ,plato
MOVES WILDLYAND   ,plato
OUT   THEY  FIGHT ,shakespeare
HER   SAID  PIERRE,tolstoy
HURRY OFF   AND   ,tolstoy
MOVED AND   WHAT  ,shakespeare
SHE   MAMMA CAN   ,tolstoy
TOIL  ASKED FOR   ,confucius
THAT  OBEY  HIM   ,aquinas
THEE  THAT  TOO   ,shakespeare
AND   HIGHERSTRAIN,plato
VEIL  BEEN  OVER  ,hawthorne
ORDER AND   CAUSES,aquinas
TAKE  THE   EYES  ,hawthorne
FROM  EVIL  DEEDS ,aquinas
THE   HARD  MAY   ,confucius
SUCH  MEN   FEEL  ,aquinas
THE   WORD  GRACE ,aquinas
SAY   BLACK AND   ,aquinas
CAUSE AND   ONLY  ,plato
THE   FIRST COMING,plato
UPON  BUT   MAN   ,aquinas
SOFT  VOICE AND   ,tolstoy
WEAVE AND   TAKE  ,plato
HOPE  BUT   NOW   ,tolstoy
WHITE SHIRTSAND   ,tolstoy
WHO   LOVE  SHOULD,aquinas
MYSELFBUT   FROM  ,aquinas
CASE  SHE   HAVE  ,plato
THE   MORE  ACUTE ,aquinas
FOR   HIS   WHITE ,confucius
RATHERTHAN  DIE   ,shakespeare
CAUSE AND   ROOT  ,aquinas
THE   MERE  COMING,aquinas
THAN  BOTH  HIS   ,plato
HAPPY HENCE THE   ,aquinas
PEOPLEAFTER THEIR ,tolstoy
OFTEN HEARD THAN  ,plato
MARK  THE   EFFECT,plato
YOU   MUST  AMEND ,shakespeare
THE   INKY  PEN   ,hawthorne
WOULD ENJOY ALL   ,hawthorne
TOO   WELL  SUCH  ,plato
MEN   HOW   CAN   ,confucius
THE   STIR  AND   ,hawthorne
PAIN  BUT   ITS   ,aquinas
PLATE WHICH HUNG  ,aquinas
WHICH THE   PRIEST,aquinas
FEW   MONTHSAGO   ,confucius
LOWER CLASS COMES ,confucius
AND   DAMND ALL   ,shakespeare
LIKE  THE   MASS  ,plato
SEND  THEM  OUT   ,plato
WILL  YOU   WISH  ,shakespeare
ANG   SAID  THE   ,confucius
HEAVENEVER  SPEAK ,confucius
THE   DUKE  TRULY ,confucius
WERE  FREELYUSED  ,plato
REACH AND   WHICH ,plato
WORD  SHOULDTAKE  ,aquinas
FORCEDTHE   GREEKS,plato
NOT   WHOLLYTAKEN ,plato
BEAR  THE   DANGER,tolstoy
PURESTMIND  AND   ,confucius
FAST  MAKES THINE ,confucius
GONE  AND   ROMEO ,shakespeare
NIKTA IVNYCHCRIED ,tolstoy
VERSA REPLY OBJ   ,aquinas
THAT  THING WAS   ,aquinas
ARE   FULL  AND   ,confucius
STILL STILL FAR   ,shakespeare
TRUTH THAN  LIFE  ,shakespeare
THUS  THERE HAD   ,hawthorne
ETHIC BUT   SINCE ,aquinas
TAKE  THESE CLOAKS,tolstoy
WILSONWHAT  SAY   ,hawthorne
NIGHT AND   LOST  ,confucius
THE   YOUNG POLISH,tolstoy
FLED  INTO  THE   ,hawthorne
FUTURENOW   UNLESS,aquinas
RURAL JOYS  AND   ,tolstoy
LIMBS ARE   OLD   ,plato
SAD   THE   THIRD ,confucius
HIGH  THE   GLOSS ,aquinas
IST   NOT   WELL  ,shakespeare
HIM   THE   MAID  ,confucius
LONG  HAD   SUCH  ,hawthorne
FREE  MARRY THEM  ,shakespeare
YOUNG HUSSARHOW   ,tolstoy
LENDS HIS   LIGHT ,shakespeare
FLUNG AWAY  ALL   ,hawthorne
OTHER NAME  GIVEN ,aquinas
GIVE  THE   FIRST ,confucius
MADAM FEAR  YOU   ,shakespeare
BEDS  WITH  HEY   ,shakespeare
WHITE SNOW  FROM  ,tolstoy
DIE   AND   LIE   ,shakespeare
NOW   READY THERE ,hawthorne
STILL BETTERMEN   ,plato
ARE   THROWNAWAY  ,confucius
MASTERSAID  SHAN  ,confucius
REMOVENOT   ONLY  ,aquinas
DOES  MOST  OPENLY,aquinas
MOCKEDAND   JEERED,hawthorne
AND   ALSO  WILL  ,plato
KNOW  HOW   MANY  ,tolstoy
THE   SINGLEARMY  ,plato
HER   EYES  SOFT  ,tolstoy
PEARL THOU  HAST  ,hawthorne
THAT  THE   DOOM  ,hawthorne
THOU  ART   EDMUND,shakespeare
GOD   THE   MORE  ,aquinas
OTHER DEEDS AND   ,aquinas
FIRST AND   BEST  ,plato
PARENTBEFOREDEATH ,plato
WHOLE HOW   WILL  ,plato
HEART AND   IFAITH,shakespeare
ONLY  THE   LAWS  ,plato
NOR   WAS   PEARL ,hawthorne
CURLEDWATERSBOVE  ,shakespeare
FOR   RED   AND   ,confucius
MUST  BEND  THE   ,confucius
FIRST TAKE  PLACE ,plato
EMPIREAND   THE   ,confucius
THEIR PASTORGONE  ,hawthorne
VERY  NICE  GOOD  ,tolstoy
AND   WHAT  SHORT ,confucius
HAVE  CAUSEDDEATH ,plato
ENJOY MYSELFAND   ,hawthorne
THE   LOTS  MAY   ,plato
AND   LEST  THERE ,aquinas
STATESTOO   HAVE  ,plato
WANT  WITHINTHE   ,confucius
ASIDE ILL   KNOW  ,shakespeare
AND   HEAVENONLY  ,tolstoy
ILLS  WHICH ARE   ,plato
THAN  ALL   WHICH ,hawthorne
SINS  BUT   ALSO  ,aquinas
SQUAREALL   TSE   ,confucius
AND   WRITE DOWN  ,plato
HEART SUCH  WERE  ,hawthorne
EXCEEDTHREE MINAE ,plato
OUT   WENT  THE   ,shakespeare
FROM  WAN   CHANG ,confucius
BIRTH KNOWN FOR   ,aquinas
WILL  EAR   WITHIN,confucius
SHOP  AND   MANY  ,hawthorne
REALLYQUITE WELL  ,tolstoy
THE   FIRST PASTOR,aquinas
USED  AND   OPENLY,plato
DESIREAND   SUCH  ,plato
THE   OTHER WINDOW,tolstoy
FOR   LOVE  BUT   ,plato
WOULD ASSISTTHEM  ,plato
HAVE  AND   NOW   ,plato
LIFE  THAT  THIS  ,hawthorne
WHEN  THE   MINDS ,shakespeare
MASTERYES   SAID  ,confucius
SWEET SOUND LOVERS,shakespeare
MAN   GIVES THANKS,aquinas
WITH  GRAIN THERE ,confucius
SEE   THE   GROUND,shakespeare
HIS   FORMERSELF  ,tolstoy
ONCE  DONE  OUR   ,confucius
MIND  WHICH HAS   ,plato
WATER THE   MAID  ,tolstoy
THEY  SHALL USE   ,plato
ALWAYSNEAR  THE   ,tolstoy
KILLEDHIS   OWN   ,aquinas
HAVENTSAID  LEVIN ,tolstoy
MAN   CHAP  XXIX  ,confucius
SUCH  MEN   CHAP  ,confucius
THE   FAIR  YOUNG ,hawthorne
HAVE  GONE  ASTRAY,confucius
THEY  BOTH  ARE   ,tolstoy
NOT   BID   THEE  ,shakespeare
THE   MASTERWEPT  ,confucius
THE   BOY   OPENED,tolstoy
NEW   SNOW  UPON  ,shakespeare
LIKE  HUNGERPANG  ,confucius
NOW   WELL  WHATS ,tolstoy
WELL  YOUR  FORM  ,confucius
AND   AGAIN SLOWLY,tolstoy
SAID  PEARL MORE  ,hawthorne
THOUGHGOOD  AND   ,plato
WAS   LONGERBUT   ,confucius
YOU   CARVE AND   ,confucius
WHICH AFTER MUCH  ,plato
SHALL REJOINTHAT  ,plato
HERES THIS  LADY  ,tolstoy
THE   REPLY ONCE  ,confucius
FATHERGIVINGHIM   ,tolstoy
BREASTPEARL WAS   ,hawthorne
THE   WEEK  BEFORE,tolstoy
THE   SOUL  OBJ   ,aquinas
BACK  THOU  HAST  ,aquinas
AND   AGAIN LOVE  ,aquinas
WOOD  FOR   THE   ,plato
MAY   WELL  STAND ,shakespeare
AND   PICKEDHIS   ,hawthorne
ART   GREAT AND   ,tolstoy
WILL  PICK  OUT   ,confucius
EVEN  WHEN  JUST  ,hawthorne
LOVE  AND   SEEMED,hawthorne
SICK  PEOPLEWHO   ,tolstoy
TILL  THEN  ALL   ,tolstoy
AND   MADE  SOME  ,tolstoy
AMID  THE   FOREST,confucius
BEAUTYAND   MADE  ,hawthorne
YEARS THAT  SAY   ,shakespeare
OTHER CASES MUSIC ,plato
WIFE  WHO   WINS  ,shakespeare
THE   OLD   BORZOI,tolstoy
WOODENHOUSE BUILT ,hawthorne
TAILEDMAMMONTHE   ,hawthorne
THEE  POISONTHOU  ,shakespeare
NOT   POINT WITH  ,confucius
THAT  OUR   HOST  ,hawthorne
ADAPT THE   FOOT  ,plato
NOT   MANY  DAYS  ,aquinas
EAR   RINGS MADE  ,confucius
BEFORETHE   TALES ,plato
THEIR WISH  HAS   ,plato
THAT  AND   WITH  ,confucius
ONLY  NOW   FOUND ,tolstoy
MYSELFALONE AND   ,tolstoy
SOLEMNSUPPERSIR   ,shakespeare
YOU   THAT  BEAUTY,plato
WHERE WHERE HERE  ,shakespeare
HAD   BOTH  GONE  ,tolstoy
WHO   LIVES ILL   ,plato
STUDY THE   ART   ,plato
WILL  DEVOTETHE   ,plato
MEAL  WILL  THE   ,confucius
PARTS AND   THERE ,plato
SHUT  LOCKEDAND   ,hawthorne
DOESNTCOME  YES   ,tolstoy
STEP  SLOWLYONWARD,hawthorne
LIFE  MIGHT HAVE  ,hawthorne
WITH  WHICH BOTH  ,plato
ITS   NATUREFOURTH,aquinas
THE   THINGSKNOWN ,aquinas
SAY   WHAT  MOST  ,plato
HAST  GIVEN HIM   ,aquinas
GABLESTHEY  WERE  ,hawthorne
MILLETBRIGHTTHE   ,confucius
VERY  NATUREARE   ,aquinas
LOVE  AND   BRING ,shakespeare
DOES  NOT   LACK  ,aquinas
THUS  MANY  MEN   ,aquinas
CLOUDSGLIDE ACROSS,tolstoy
ROMAN HONOURMORE  ,shakespeare
PIT   WITH  SATAN ,shakespeare
WHO   ARE   MEANT ,plato
THE   VERY  SUM   ,shakespeare
SIMPLEAND   FLESH ,aquinas
PERISHWHAT  CAN   ,confucius
MAN   SET   HIS   ,hawthorne
FROM  VENIA PARDON,aquinas
AND   SINCE SATAN ,hawthorne
WOULD BESTOWUPON  ,shakespeare
AND   PURSE THE   ,shakespeare
UPON  HEAVENLET   ,confucius
ANY   VERY  GREAT ,plato
TRY   SAID  THE   ,tolstoy
AND   WILL  ASSUME,plato
STEM  AND   BRANCH,confucius
GLADE OUR   PRINCE,confucius
AND   ONLY  EVILS ,plato
THE   FEAR  WOULD ,plato
WOMAN WHOSE ARM   ,hawthorne
WERE  REALLYUSEFUL,tolstoy
FOUR  HAD   BEEN  ,tolstoy
BETTERSALES THAN  ,hawthorne
HAS   THREE GREAT ,confucius
HERE  TARRY FOR   ,shakespeare
NOT   BECOMEHIM   ,aquinas
SAY   HEAVENLEST  ,plato
MEN   WHO   HUGS  ,confucius
THEY  WILL  GET   ,plato
MEAN  NOW   SOME  ,aquinas
WHICH HEAVENHAS   ,hawthorne
MOSTLYSMALL BUILT ,hawthorne
RUN   MAD   TYBALT,shakespeare
SMOTE HER   WITH  ,hawthorne
EVIL  HAD   CREPT ,hawthorne
FIRST NOR   THE   ,tolstoy
AWHILEFROM  THE   ,hawthorne
SAID  THE   SEAMAN,hawthorne
FAR   KEEP  WHERE ,hawthorne
THE   MANY  THINGS,confucius
THE   GROUNDSANK  ,tolstoy
WHILE AND   WAS   ,tolstoy
MOMENTMORE  THE   ,hawthorne
DOES  VERY  MUCH  ,tolstoy
THE   DRY   PLACES,plato
FLAMESINTO  HER   ,shakespeare
WITH  BLOOD HAD   ,aquinas
MOUTHSWILL  NOT   ,confucius
SIGNS FOR   MAN   ,aquinas
ONE   ONLY  THING ,hawthorne
RELIEFAND   BEGAN ,tolstoy
HAND  UNDER THE   ,tolstoy
THE   ROOT  FOR   ,confucius
BOTH  HAVE  BEEN  ,aquinas
HIS   HONOURBUT   ,plato
BEADLENOW   MADE  ,hawthorne
ONE   HONOURHIS   ,plato
LOVE  WHOSE VIEW  ,shakespeare
WITH  GORE  WHO   ,shakespeare
AFFORDBUT   WHAT  ,confucius
TIGERSSUCH  SHOULD,confucius
BORN  SHALL HARM  ,shakespeare
THE   ALTAR BUT   ,aquinas
PROPERWAY   THEY  ,confucius
HECTORROUND THE   ,plato
THY   VEINS SHALL ,shakespeare
THERE THEY  SAW   ,aquinas
BIRD  WHEN  THE   ,confucius
TELFY PLATO TOO   ,plato
BEFALLTHE   PEOPLE,confucius
HAVE  ALMOSTFORGOT,shakespeare
FELT  BOTH  SORE  ,tolstoy
YOU   SHALL LOOK  ,shakespeare
WREAK THE   LOVE  ,shakespeare
HAD   PASSEDUPWARD,hawthorne
BURN  TIS   NOT   ,shakespeare
WHAT  FIND  YOU   ,confucius
SPIRITVASE  FILL  ,confucius
GRASS DOES  NOT   ,confucius
THOSE AGENTSTHAT  ,aquinas
GOD   KNEW  THIS  ,plato
THE   WAGNERSCHOOL,tolstoy
THE   ABOVE MORE  ,hawthorne
SPEAK HER   WORDS ,tolstoy
OUR   ASS   GOOD  ,plato
NOR   HUNGERCAN   ,confucius
PEACE IVE   NEVER ,tolstoy
MAY   BECOMESOFTER,plato
UNLIKETHEY  HAVE  ,plato
WHICH SHUN  AND   ,confucius
THE   MANY  YOU   ,plato
MAIDS DURINGHIS   ,tolstoy
FOR   CHRISTDOES  ,aquinas
ORDER FOR   SINCE ,aquinas
THE   GRASSYROAD  ,tolstoy
NOW   CHILD ASKED ,hawthorne
FAMILYTHAT  HER   ,hawthorne
RETAINTHEM  THE   ,aquinas
AND   HOW   MARY  ,tolstoy
RULE  SHE   SHALL ,shakespeare
EMPIRETHEN  INDEED,confucius
CIVIL BRAWLSBRED  ,shakespeare
MOVE  THE   MIND  ,aquinas
DREW  BACK  FROM  ,tolstoy
AND   WHO   BASED ,aquinas
NOT   RESULTFROM  ,aquinas
THEY  TAKE  PLACE ,aquinas
THAT  OUR   YOUNG ,plato
LIVINGFOR   OTHERS,tolstoy
LONG  AGO   TRIED ,hawthorne
WHILE HEAVENDOES  ,confucius
ARE   NOT   ACTS  ,aquinas
DOCTOREER   COME  ,shakespeare
FIVE  WITS  FOOL  ,shakespeare
OFF   THE   MORE  ,hawthorne
LETS  SIT   DOWN  ,tolstoy
UNLESSGOD   HAD   ,aquinas
WOULD STAND FOR   ,tolstoy
BESIDETHE   WEI   ,confucius
HIM   AND   BEGAN ,tolstoy
THE   CEANS AND   ,plato
FOUND THEY  HAD   ,hawthorne
LIKE  BUT   OTHER ,aquinas
THESE CAUSESBUT   ,hawthorne
THAT  POINT OUT   ,aquinas
ILL   BURY  THEE  ,shakespeare
ITS   END   WILL  ,plato
YOU   DID   YOU   ,shakespeare
WHO   WAS   UNABLE,tolstoy
THIS  CHAP  THE   ,confucius
TAKINGBUT   SHIFT ,shakespeare
MUST  ALL   AGREE ,plato
BRIGHTFACE  FOR   ,hawthorne
WITH  THE   GLOW  ,confucius
AND   THE   MEEK  ,hawthorne
FAMILYWAS   THE   ,tolstoy
MAY   TALK  ALL   ,confucius
THING WILLEDONE   ,aquinas
THEIR BUFF  COATS ,confucius
KEEPS NOR   CRUST ,shakespeare
EVER  MAKE  THE   ,shakespeare
NOT   PASS  HIS   ,shakespeare
BLACK AND   LEARN ,shakespeare
WARM  THEE  DIDST ,shakespeare
THE   PRINCETHIS  ,tolstoy
STARE THAT  THERE ,hawthorne
MANY  PECKS AND   ,confucius
ABOVE THE   PORCH ,hawthorne
THEY  MAY   CARRY ,aquinas
WILL  SAY   HOW   ,plato
HENCE THEY  WHO   ,aquinas
SPACE EVERY HUMAN ,tolstoy
FOOT  BUT   THEN  ,plato
ITS   GOAL  AND   ,aquinas
AND   STOOD BEFORE,confucius
UNDER THE   LINING,tolstoy
NOW   THE   INFLUX,aquinas
MOSS  AND   THE   ,hawthorne
WOULD MEAN  RUIN  ,tolstoy
ENTER THE   TTE   ,tolstoy
BEING EITHERGOOD  ,tolstoy
WHEN  THE   DREARY,hawthorne
SHE   BEGAN MUSING,tolstoy
FIE   WHAT  ARE   ,shakespeare
AND   SIN   THAT  ,shakespeare
SIDES UNITY MIGHT ,aquinas
ETC   EACH  LINE  ,confucius
EBONY INLAIDWITH  ,hawthorne
HIS   OTHER SELF  ,aquinas
THE   TIMES PLAGUE,shakespeare
PEOPLECOULD TEACH ,hawthorne
MATTEROUT   THE   ,tolstoy
DONE  AWAY  AND   ,aquinas
TINTS INDEEDBUT   ,hawthorne
HIS   OWNER SHALL ,plato
HATH  POWER BUT   ,shakespeare
FROM  PARTY BIAS  ,confucius
